시군명,기준년월,월별카드발행수량(건),월별카드충전액(천원),월별카드사용액(천원),월별모바일상품권이용등록자수(명),월별모바일충전액(천원),월별모바일사용액(천원),월별지류상품권판매액(천원),월별지류상품권회수액(천원)
가평군,2022-06,572,2771279,2681386,,,,350130,266475
가평군,2022-05,627,2784295,2810484,,,,213080,133195
가평군,2022-04,641,2585608,2600843,,,,130194,117225
가평군,2022-03,481,2393457,2418270,,,,120715,127420
가평군,2022-02,427,2063838,1920192,,,,111400,140825
가평군,2022-01,508,2231347,2236009,,,,144510,148380
가평군,2021-12,720,2217684,2080642,,,,186150,561510
가평군,2021-11,1298,2028329,1738929,,,,124950,235795
가평군,2021-10,1399,1246495,1228840,,,,462260,10390
가평군,2021-09,1510,1588997,1664223,,,,263800,141150
가평군,2021-08,618,1588997,1664223,,,,116930,118595
가평군,2021-07,735,1588997,1664223,,,,112795,207475
가평군,2021-06,1667,1822772,1754161,,,,225510,215025
가평군,2021-05,614,1402675,1365784,,,,216605,120370
가평군,2021-04,991,1436820,1305523,,,,128310,129925
가평군,2021-03,1084,912711,805968,,,,115630,129415
가평군,2021-02,1809,912711,805968,,,,143740,138405
가평군,2021-01,598,992759,1011708,,,,120450,145020
가평군,2020-12,579,1177615,1121896,,,,190105,158030
가평군,2020-11,524,1014259,991877,,,,141540,602190
가평군,2020-10,550,921618,952087,,,,473815,469705
가평군,2020-09,862,1052610,964030,,,,356960,138150
가평군,2020-08,312,597319,661956,,,,92435,102910
가평군,2020-07,533,676234,732454,,,,115400,113895
가평군,2020-06,398,616944,518214,,,,110545,107060
가평군,2020-05,3425,713833,642870,,,,109725,101875
가평군,2020-04,6835,639698,477477,,,,116330,105960
가평군,2020-03,655,389311,297771,,,,125240,118550
가평군,2020-02,211,180458,230384,,,,70190,95570
가평군,2020-01,338,288742,247582,,,,161750,121040
가평군,2019-12,289,247214,201657,,,,101395,84750
가평군,2019-11,179,139483,188567,,,,110105,76155
가평군,2019-10,325,257462,212087,,,,18465,87160
가평군,2019-09,428,233151,172358,,,,159965,116495
가평군,2019-08,272,100956,138322,,,,65975,61785
가평군,2019-07,389,207542,113448,,,,54695,81375
가평군,2019-06,238,84932,75007,,,,63805,59540
가평군,2019-05,506,109979,59447,,,,73435,96675
가평군,2019-04,87,8870,2187,,,,64575,93815
가평군,2019-03,1,,,,,,120915,129565
가평군,2019-02,,,,,,,95445,129565
가평군,2019-01,,,,,,,153685,114460
고양시,2022-06,6203,32092510,24757007,,,,,
고양시,2022-05,5984,23866863,25809838,,,,,
고양시,2022-04,6159,26050438,24929350,,,,,
고양시,2022-03,4939,24939125,24047543,,,,,
고양시,2022-02,6016,21257338,20602720,,,,,
고양시,2022-01,6621,22668503,23750970,,,,,
고양시,2021-12,9234,22992338,22803618,,,,,
고양시,2021-11,19372,27417988,18367231,,,,,
고양시,2021-10,15312,8916808,9264285,,,,,
고양시,2021-09,12099,12641746,19930722,,,,,
고양시,2021-08,8878,12641746,19930722,,,,,
고양시,2021-07,9414,12641746,19930722,,,,,
고양시,2021-06,42692,32240336,30107447,,,,,
고양시,2021-05,10276,23026400,23133774,,,,,
고양시,2021-04,15857,24135989,21475052,,,,,
고양시,2021-03,18749,17652128,13760292,,,,,
고양시,2021-02,24208,17652128,13760292,,,,,
고양시,2021-01,15728,15152425,15299152,,,,,
고양시,2020-12,7511,8159264,13731511,,,,,
고양시,2020-11,10341,21892388,21763372,,,,,
고양시,2020-10,10941,18871423,22812605,,,,,
고양시,2020-09,20944,25220665,21980525,,,,,
고양시,2020-08,7545,22718749,16103409,,,,,
고양시,2020-07,16520,10801299,14345199,,,,,
고양시,2020-06,7044,7521775,13476552,,,,,
고양시,2020-05,60602,24391234,14063170,,,,,
고양시,2020-04,113877,10835285,8742604,,,,,
고양시,2020-03,10166,8183828,6663098,,,,,
고양시,2020-02,5041,6134958,5866688,,,,,
고양시,2020-01,6758,9669657,6403636,,,,,
고양시,2019-12,6994,9138695,5652073,,,,,
고양시,2019-11,3448,2397604,4583013,,,,,
고양시,2019-10,5024,4542746,4017911,,,,,
고양시,2019-09,5421,6220822,4437004,,,,,
고양시,2019-08,8535,6035427,4859241,,,,,
고양시,2019-07,11964,6565309,2688638,,,,,
고양시,2019-06,4368,1094818,1478659,,,,,
고양시,2019-05,13077,3133495,1021417,,,,,
고양시,2019-04,76,9255,1370,,,,,
고양시,2019-03,,,,,,,,
고양시,2019-02,,,,,,,,
고양시,2019-01,,,,,,,,
과천시,2022-06,975,2946328,3409087,,,,149540,179815
과천시,2022-05,1088,4187919,4095146,,,,168195,215240
과천시,2022-04,1083,4452047,3387418,,,,166340,180350
과천시,2022-03,1030,2665862,2957010,,,,144950,202740
과천시,2022-02,1195,2316384,2680151,,,,131845,184630
과천시,2022-01,1150,3833982,2966064,,,,169940,216095
과천시,2021-12,1268,2503445,2993251,,,,209820,259675
과천시,2021-11,1772,3111520,2586784,,,,161615,197750
과천시,2021-10,1846,1773507,1705601,,,,148250,207685
과천시,2021-09,1277,3477490,3762537,,,,116490,259130
과천시,2021-08,1342,3477490,3762537,,,,206050,465225
과천시,2021-07,1263,3477490,3762537,,,,577420,632110
과천시,2021-06,3546,4523961,3895002,,,,814700,754630
과천시,2021-05,1207,3351484,3316942,,,,762965,741455
과천시,2021-04,1848,3272872,3050862,,,,755930,761570
과천시,2021-03,1997,2315752,1923395,,,,729420,775225
과천시,2021-02,1975,2315752,1923395,,,,689980,724710
과천시,2021-01,1556,2509252,2307308,,,,755495,663065
과천시,2020-12,781,1651913,2075858,,,,373425,644840
과천시,2020-11,981,2409712,2287637,,,,643190,721820
과천시,2020-10,994,2224257,2286972,,,,519200,738235
과천시,2020-09,1884,2231788,2373914,,,,636865,827140
과천시,2020-08,852,1696814,1973027,,,,562995,842030
과천시,2020-07,1263,2173031,1917034,,,,1505010,1158180
과천시,2020-06,701,1676340,1353920,,,,1218025,989030
과천시,2020-05,2143,1390776,1051715,,,,1161130,1013015
과천시,2020-04,8257,1617007,940438,,,,2082135,1339945
과천시,2020-03,1004,1147878,720665,,,,1017245,604245
과천시,2020-02,366,381205,594092,,,,203015,332350
과천시,2020-01,935,1107789,702411,,,,836970,539720
과천시,2019-12,436,492514,548608,,,,251725,353055
과천시,2019-11,297,304364,535891,,,,225365,371615
과천시,2019-10,961,786699,616182,,,,171305,418190
과천시,2019-09,1171,866317,468413,,,,1209655,640725
과천시,2019-08,444,242187,349798,,,,220585,313650
과천시,2019-07,580,361577,346299,,,,205390,356830
과천시,2019-06,600,163510,291385,,,,171720,494290
과천시,2019-05,2356,738301,164238,,,,1189245,383995
과천시,2019-04,99,25376,1162,,,,297220,28865
과천시,2019-03,,,,,,,,
과천시,2019-02,,,,,,,,
과천시,2019-01,,,,,,,,
광명시,2022-06,2105,15864390,11716580,,,,,
광명시,2022-05,2055,9589073,10744911,,,,,
광명시,2022-04,2433,10618075,10423870,,,,,
광명시,2022-03,2028,9433363,9945286,,,,,
광명시,2022-02,2100,7489115,8772664,,,,,
광명시,2022-01,2244,9849251,11135506,,,,,
광명시,2021-12,3085,10956603,9944177,,,,,
광명시,2021-11,4285,10941086,8530007,,,,,
광명시,2021-10,4927,5945958,5992569,,,,,
광명시,2021-09,6851,7590463,10095707,,,,,
광명시,2021-08,5185,7590463,10095707,,,,,
광명시,2021-07,5160,7590463,10095707,,,,,
광명시,2021-06,10832,14788258,11750789,,,,,
광명시,2021-05,2637,9377349,9567379,,,,,
광명시,2021-04,4610,9392377,8719283,,,,,
광명시,2021-03,5094,6043489,5358256,,,,,
광명시,2021-02,8338,6043489,5358256,,,,,
광명시,2021-01,5291,6346190,6811978,,,,,
광명시,2020-12,3307,8118857,6991235,,,,,
광명시,2020-11,3119,7880494,7245906,,,,,
광명시,2020-10,3603,6729996,7218227,,,,,
광명시,2020-09,6892,7013531,6851110,,,,,
광명시,2020-08,2240,4151462,5334111,,,,,
광명시,2020-07,6761,7448631,5553208,,,,,
광명시,2020-06,3506,5191954,3993955,,,,,
광명시,2020-05,22779,4820262,3501908,,,,,
광명시,2020-04,21799,3323583,2231284,,,,,
광명시,2020-03,6608,1816691,1364922,,,,,
광명시,2020-02,2064,1712842,1132528,,,,,
광명시,2020-01,1842,1460775,1201056,,,,,
광명시,2019-12,1328,1307969,931750,,,,,
광명시,2019-11,651,524585,889573,,,,,
광명시,2019-10,1742,1349211,862165,,,,,
광명시,2019-09,1038,497664,701032,,,,,
광명시,2019-08,1256,628310,960015,,,,,
광명시,2019-07,2997,1693869,884905,,,,,
광명시,2019-06,1246,354583,544691,,,,,
광명시,2019-05,3830,1010098,531315,,,,,
광명시,2019-04,1477,502905,66934,,,,,
광명시,2019-03,9,,,,,,,
광명시,2019-02,,,,,,,,
광명시,2019-01,,,,,,,,
광주시,2022-06,2556,24828719,23414387,,,,,
광주시,2022-05,2504,23641363,23687402,,,,,
광주시,2022-04,2354,21940622,22383789,,,,,
광주시,2022-03,2114,21077274,21462299,,,,,
광주시,2022-02,2034,17494995,17690329,,,,,
광주시,2022-01,2309,18686418,21125474,,,,,
광주시,2021-12,3307,23803279,20506825,,,,,
광주시,2021-11,4704,21660686,17102184,,,,,
광주시,2021-10,5771,11401084,11243615,,,,,
광주시,2021-09,8441,12575101,16722127,,,,,
광주시,2021-08,3659,12575101,16722127,,,,,
광주시,2021-07,9674,12575101,16722127,,,,,
광주시,2021-06,27786,25219165,19994994,,,,,
광주시,2021-05,65234,13952947,12094888,,,,,
광주시,2021-04,9060,13321049,12608204,,,,,
광주시,2021-03,6676,9002159,7854216,,,,,
광주시,2021-02,9412,9002159,7854216,,,,,
광주시,2021-01,5028,9606261,10282394,,,,,
광주시,2020-12,3635,11846680,10765924,,,,,
광주시,2020-11,3203,10205139,9821290,,,,,
광주시,2020-10,3368,9149383,9420328,,,,,
광주시,2020-09,5885,10053666,9593202,,,,,
광주시,2020-08,2537,6723209,7705561,,,,,
광주시,2020-07,5980,8568562,7997727,,,,,
광주시,2020-06,10557,6643099,5646692,,,,,
광주시,2020-05,51184,5864519,4777641,,,,,
광주시,2020-04,30144,4030085,3044231,,,,,
광주시,2020-03,4528,3417305,2522458,,,,,
광주시,2020-02,1812,1412908,1904151,,,,,
광주시,2020-01,2095,2554825,2128133,,,,,
광주시,2019-12,2265,2185166,1840286,,,,,
광주시,2019-11,1998,1568215,1640547,,,,,
광주시,2019-10,2772,1897470,1232005,,,,,
광주시,2019-09,1279,720675,611891,,,,,
광주시,2019-08,1157,378842,656843,,,,,
광주시,2019-07,1977,1067973,619798,,,,,
광주시,2019-06,1336,388335,455882,,,,,
광주시,2019-05,4128,1140948,486051,,,,,
광주시,2019-04,740,79277,13738,,,,,
광주시,2019-03,,,,,,,,
광주시,2019-02,,,,,,,,
광주시,2019-01,,,,,,,,
구리시,2022-06,3378,7967732,9326824,,,,,
구리시,2022-05,18969,11306436,13181766,,,,,
구리시,2022-04,6943,13383565,8548897,,,,,
구리시,2022-03,1320,7202305,7009119,,,,,
구리시,2022-02,1482,5999522,5913761,,,,,
구리시,2022-01,1687,6643119,6765550,,,,,
구리시,2021-12,2040,6068617,6314405,,,,,
구리시,2021-11,3259,5901641,5585155,,,,,
구리시,2021-10,3375,4517658,4627286,,,,,
구리시,2021-09,4611,6097954,6556601,,,,,
구리시,2021-08,2007,6097954,6556601,,,,,
구리시,2021-07,2145,6097954,6556601,,,,,
구리시,2021-06,4460,7591188,7058404,,,,,
구리시,2021-05,1620,6075208,6135291,,,,,
구리시,2021-04,2725,6309657,5790076,,,,,
구리시,2021-03,3352,4062873,3846032,,,,,
구리시,2021-02,5096,4062873,3846032,,,,,
구리시,2021-01,2715,4255590,4877310,,,,,
구리시,2020-12,2099,5865095,4754559,,,,,
구리시,2020-11,1650,4824203,4743637,,,,,
구리시,2020-10,1806,4340830,4873221,,,,,
구리시,2020-09,3060,4636510,4728126,,,,,
구리시,2020-08,2256,3169232,3885413,,,,,
구리시,2020-07,5879,4307178,3925072,,,,,
구리시,2020-06,10273,4262372,2391153,,,,,
구리시,2020-05,23609,2985817,2494217,,,,,
구리시,2020-04,30323,2039056,1362573,,,,,
구리시,2020-03,3604,1573624,967174,,,,,
구리시,2020-02,884,779041,701499,,,,,
구리시,2020-01,1289,958042,831592,,,,,
구리시,2019-12,1182,1206967,745319,,,,,
구리시,2019-11,505,263086,611937,,,,,
구리시,2019-10,1462,1106018,679158,,,,,
구리시,2019-09,1084,591082,429976,,,,,
구리시,2019-08,610,195288,516560,,,,,
구리시,2019-07,1527,801086,523667,,,,,
구리시,2019-06,1359,509439,387779,,,,,
구리시,2019-05,2625,693291,116924,,,,,
구리시,2019-04,,,,,,,,
구리시,2019-03,,,,,,,,
구리시,2019-02,,,,,,,,
구리시,2019-01,,,,,,,,
군포시,2022-06,2578,17918641,16111566,,,,,
군포시,2022-05,2297,15994841,16802768,,,,,
군포시,2022-04,2434,16160118,16189779,,,,,
군포시,2022-03,2158,15224367,15406910,,,,,
군포시,2022-02,2276,12767981,13159951,,,,,
군포시,2022-01,2521,13582205,15881472,,,,,
군포시,2021-12,3235,16423082,15879495,,,,,
군포시,2021-11,4618,16670653,13701938,,,,,
군포시,2021-10,6039,10083499,9853569,,,,,
군포시,2021-09,6731,13735281,13610282,,,,,
군포시,2021-08,3642,13735281,13610282,,,,,
군포시,2021-07,3707,13735281,13610282,,,,,
군포시,2021-06,9774,15362245,14155516,,,,,
군포시,2021-05,2908,11440191,11773125,,,,,
군포시,2021-04,5638,11202672,11390065,,,,,
군포시,2021-03,4756,8468384,7689732,,,,,
군포시,2021-02,8321,8468384,7689732,,,,,
군포시,2021-01,4452,8951603,9831917,,,,,
군포시,2020-12,3564,11206381,9576097,,,,,
군포시,2020-11,3067,9813402,9495058,,,,,
군포시,2020-10,3214,8822107,9194072,,,,,
군포시,2020-09,5625,9592961,8789646,,,,,
군포시,2020-08,2047,5704424,6600190,,,,,
군포시,2020-07,4917,5737778,7091100,,,,,
군포시,2020-06,2381,7907352,5552418,,,,,
군포시,2020-05,16685,6310698,4959716,,,,,
군포시,2020-04,42637,5374339,4204775,,,,,
군포시,2020-03,6334,4263997,3047797,,,,,
군포시,2020-02,1687,1510611,2493120,,,,,
군포시,2020-01,3076,4112492,3165515,,,,,
군포시,2019-12,2003,3962529,2832124,,,,,
군포시,2019-11,843,1442764,2201774,,,,,
군포시,2019-10,1785,1987328,2435273,,,,,
군포시,2019-09,2810,3840776,2233807,,,,,
군포시,2019-08,1434,1112362,1874745,,,,,
군포시,2019-07,2219,1980499,2154009,,,,,
군포시,2019-06,3427,2379979,1688951,,,,,
군포시,2019-05,6147,2341957,1061666,,,,,
군포시,2019-04,1866,736934,160255,,,,,
군포시,2019-03,,,,,,,,
군포시,2019-02,,,,,,,,
군포시,2019-01,,,,,,,,
김포시,2022-06,,,,128369,22901630,25552433,,
김포시,2022-05,,,,4487,31684958,33034471,,
김포시,2022-04,,,,4954,31325107,31838345,,
김포시,2022-03,,,,5329,29895694,30250563,,
김포시,2022-02,,,,4620,26467860,26356311,,
김포시,2022-01,,,,5226,27102838,29270492,,
김포시,2021-12,,,,4420,30031258,29971801,,
김포시,2021-11,,,,5735,31667056,25800085,,
김포시,2021-10,,,,4301,16219253,19756402,,
김포시,2021-09,,,,9466,26929308,22825694,,
김포시,2021-08,,,,10818,27763744,25780689,,
김포시,2021-07,,,,6118,25404410,26316753,,
김포시,2021-06,,,,15937,34235775,36398483,,
김포시,2021-05,,,,6682,29103960,29576130,,
김포시,2021-04,,,,7316,27509507,27298897,,
김포시,2021-03,,,,4157,24920669,24895269,,
김포시,2021-02,,,,10706,20056607,19327543,,
김포시,2021-01,,,,5317,20578035,21310792,,
김포시,2020-12,,,,8987,21015280,19166574,,
김포시,2020-11,,,,7891,20973906,19410629,,
김포시,2020-10,,,,7145,19244371,18972140,,
김포시,2020-09,,,,10300,18320149,17678832,,
김포시,2020-08,,,,3954,14442032,12214012,,
김포시,2020-07,,,,16115,15069070,13500610,,
김포시,2020-06,,,,4012,12405087,15433950,,
김포시,2020-05,,,,8633,12637710,11631447,,
김포시,2020-04,,,,28105,12543177,11536031,,
김포시,2020-03,,,,26752,11610670,8803922,,
김포시,2020-02,,,,6256,9100861,7098964,,
김포시,2020-01,,,,8342,11450843,5740248,,
김포시,2019-12,,,,3978,4551826,4776626,,
김포시,2019-11,,,,2999,3436593,4460335,,
김포시,2019-10,,,,4387,3819558,5453928,,
김포시,2019-09,,,,9419,8132894,4742487,,
김포시,2019-08,,,,5346,2619344,3544684,,
김포시,2019-07,,,,7707,2877004,3081677,,
김포시,2019-06,,,,14337,4105444,1721558,,
김포시,2019-05,,,,10319,1753350,811547,,
김포시,2019-04,,,,5447,698220,382635,,
김포시,2019-03,,,,509,7705,5791,,
김포시,2019-02,,,,,,,,
김포시,2019-01,,,,,,,,
남양주시,2022-06,4306,27266318,23688022,,,,,
남양주시,2022-05,3913,23608793,24752046,,,,,
남양주시,2022-04,5107,24129408,23207255,,,,,
남양주시,2022-03,3300,22689503,21945623,,,,,
남양주시,2022-02,4314,18315029,18109985,,,,,
남양주시,2022-01,4959,19937736,20515198,,,,,
남양주시,2021-12,6611,18684809,19642584,,,,,
남양주시,2021-11,16882,19395154,17522613,,,,,
남양주시,2021-10,12136,13794057,13864451,,,,,
남양주시,2021-09,12983,14971346,18117107,,,,,
남양주시,2021-08,5645,14971346,18117107,,,,,
남양주시,2021-07,5689,14971346,18117107,,,,,
남양주시,2021-06,18041,22569619,20472661,,,,,
남양주시,2021-05,5381,17191981,16884325,,,,,
남양주시,2021-04,8857,17224083,15724417,,,,,
남양주시,2021-03,9903,11003701,8977763,,,,,
남양주시,2021-02,17003,11003701,8977763,,,,,
남양주시,2021-01,10347,9384739,11482739,,,,,
남양주시,2020-12,6795,14678545,12146070,,,,,
남양주시,2020-11,5787,12737052,12087602,,,,,
남양주시,2020-10,5674,11228473,12100844,,,,,
남양주시,2020-09,10994,10885317,11080752,,,,,
남양주시,2020-08,4061,7655048,9086630,,,,,
남양주시,2020-07,11473,12018669,9986295,,,,,
남양주시,2020-06,5399,8817257,7722837,,,,,
남양주시,2020-05,31334,9153440,7633818,,,,,
남양주시,2020-04,75201,6028294,3984384,,,,,
남양주시,2020-03,4853,3607498,2855760,,,,,
남양주시,2020-02,3432,3016233,2536472,,,,,
남양주시,2020-01,3842,2468440,2822584,,,,,
남양주시,2019-12,4123,3936730,2669880,,,,,
남양주시,2019-11,2146,1571787,2183736,,,,,
남양주시,2019-10,4396,3434683,1922439,,,,,
남양주시,2019-09,2297,1644304,1233830,,,,,
남양주시,2019-08,1643,645594,1403210,,,,,
남양주시,2019-07,3630,2021227,1383395,,,,,
남양주시,2019-06,1911,601904,1196121,,,,,
남양주시,2019-05,8926,3084237,978176,,,,,
남양주시,2019-04,714,188922,8609,,,,,
남양주시,2019-03,,,,,,,,
남양주시,2019-02,,,,,,,,
남양주시,2019-01,,,,,,,,
동두천시,2022-06,1814,3961350,2204496,,,,,
동두천시,2022-05,433,2139459,2120578,,,,,
동두천시,2022-04,503,2004068,1975849,,,,,
동두천시,2022-03,502,1776568,1856081,,,,,
동두천시,2022-02,412,1455419,1639024,,,,,
동두천시,2022-01,510,2068264,1999176,,,,,
동두천시,2021-12,814,2038965,2166765,,,,,
동두천시,2021-11,1634,2069221,1928420,,,,,
동두천시,2021-10,1228,1781527,1352069,,,,,
동두천시,2021-09,1782,1574349,1811759,,,,,
동두천시,2021-08,753,1574349,1811759,,,,,
동두천시,2021-07,832,1574349,1811759,,,,,
동두천시,2021-06,2065,2276130,2201876,,,,,
동두천시,2021-05,704,1782354,1678906,,,,,
동두천시,2021-04,1447,1724073,1671995,,,,,
동두천시,2021-03,1650,1015736,1480880,,,,,
동두천시,2021-02,4916,1015736,1480880,,,,,
동두천시,2021-01,1442,2146587,1370105,,,,,
동두천시,2020-12,2279,1600360,1345105,,,,,
동두천시,2020-11,5296,1055921,922641,,,,,
동두천시,2020-10,849,959612,999513,,,,,
동두천시,2020-09,999,1045748,946626,,,,,
동두천시,2020-08,454,677602,769322,,,,,
동두천시,2020-07,1351,951445,972710,,,,,
동두천시,2020-06,698,752878,739008,,,,,
동두천시,2020-05,4833,844959,779316,,,,,
동두천시,2020-04,11736,631372,398864,,,,,
동두천시,2020-03,1510,378383,380922,,,,,
동두천시,2020-02,415,336796,356096,,,,,
동두천시,2020-01,580,495930,388233,,,,,
동두천시,2019-12,428,461713,341334,,,,,
동두천시,2019-11,261,224000,305841,,,,,
동두천시,2019-10,588,438698,286950,,,,,
동두천시,2019-09,421,250040,194088,,,,,
동두천시,2019-08,262,102446,205038,,,,,
동두천시,2019-07,590,344792,251182,,,,,
동두천시,2019-06,337,113310,210580,,,,,
동두천시,2019-05,1260,383375,244807,,,,,
동두천시,2019-04,1245,264234,66999,,,,,
동두천시,2019-03,,,,,,,,
동두천시,2019-02,,,,,,,,
동두천시,2019-01,,,,,,,,
부천시,2022-06,4627,26933193,26750866,,,,,
부천시,2022-05,4722,27059078,28293292,,,,,
부천시,2022-04,5106,28173912,26795965,,,,,
부천시,2022-03,4223,27556787,24048383,,,,,
부천시,2022-02,5363,20392699,20051841,,,,,
부천시,2022-01,5960,21482454,24632976,,,,,
부천시,2021-12,7669,24138981,24350771,,,,,
부천시,2021-11,14187,23592185,21522530,,,,,
부천시,2021-10,17573,19007845,16906147,,,,,
부천시,2021-09,18430,19371504,23618316,,,,,
부천시,2021-08,7230,19371504,23618316,,,,,
부천시,2021-07,8079,19371504,23618316,,,,,
부천시,2021-06,29140,31917789,28501608,,,,,
부천시,2021-05,7876,22891806,22884674,,,,,
부천시,2021-04,19364,23238877,21138583,,,,,
부천시,2021-03,13354,15601117,12756248,,,,,
부천시,2021-02,24263,15601117,12756248,,,,,
부천시,2021-01,13605,17389108,15270885,,,,,
부천시,2020-12,8194,12533199,14362438,,,,,
부천시,2020-11,8430,16560102,16996525,,,,,
부천시,2020-10,8810,15281675,17677246,,,,,
부천시,2020-09,17027,19720378,18638189,,,,,
부천시,2020-08,6190,11113717,14285179,,,,,
부천시,2020-07,14717,18772814,15717029,,,,,
부천시,2020-06,8917,12756614,11118201,,,,,
부천시,2020-05,71070,13126259,10681250,,,,,
부천시,2020-04,51323,9257889,6736148,,,,,
부천시,2020-03,7964,8353762,5809720,,,,,
부천시,2020-02,3472,2653130,4387444,,,,,
부천시,2020-01,5528,8489107,5689982,,,,,
부천시,2019-12,4445,5009354,4274611,,,,,
부천시,2019-11,2997,2744022,4409268,,,,,
부천시,2019-10,6530,4895479,4859638,,,,,
부천시,2019-09,6936,5983853,4436531,,,,,
부천시,2019-08,7646,4297625,4496234,,,,,
부천시,2019-07,9659,4603626,4058112,,,,,
부천시,2019-06,9827,3963683,2912659,,,,,
부천시,2019-05,11617,4024162,1720872,,,,,
부천시,2019-04,6732,1714964,375329,,,,,
부천시,2019-03,8,,,,,,,
부천시,2019-02,,,,,,,,
부천시,2019-01,,,,,,,,
성남시,2022-06,,5925580,6321454,6266,23196595,26744980,3284815,4668950
성남시,2022-05,,6745540,7518411,6040,22281555,31267217,3391740,5902145
성남시,2022-04,,9359070,6048547,11376,32256314,34476497,5060705,5909385
성남시,2022-03,,5268120,5490137,12591,32039548,33431549,5075445,6925725
성남시,2022-02,,4929500,4378402,11158,27198311,30414572,16608995,7679405
성남시,2022-01,,4893940,5339037,16820,52977035,34931066,12053150,10978871
성남시,2021-12,,5775760,5753911,5834,11258803,22143006,8322185,7194610
성남시,2021-11,,5153800,4706978,21198,37535827,27887747,7925337,6509365
성남시,2021-10,,5358340,4748956,24008,38479644,13996533,7470215,4089425
성남시,2021-09,,5159380,5478565,7153,2844247,8357663,2921525,4251615
성남시,2021-08,,5159380,5478565,9711,18023474,18924622,4048170,4584175
성남시,2021-07,,5159380,5478565,15866,18280673,23550546,3306915,4627960
성남시,2021-06,,5912360,5711345,50232,31330380,28029051,4715875,6334410
성남시,2021-05,,6884750,6790314,12358,19225697,19363615,5299280,6076115
성남시,2021-04,,8385340,6833122,14430,19081257,19805411,5880460,6787350
성남시,2021-03,,5392820,4652379,15932,17663959,19203642,5297395,7803545
성남시,2021-02,,5392820,4652379,17496,24419215,18140554,10673150,8981615
성남시,2021-01,,5184080,5690308,20318,24314066,16184461,11630605,6719390
성남시,2020-12,,7484129,6270863,8049,8134960,11156254,3559425,6499020
성남시,2020-11,,5512400,5336723,9370,9862795,13530314,3866905,7820450
성남시,2020-10,,5340648,0,13411,13777526,15055280,8055350,10382715
성남시,2020-09,,5311670,7009262,32165,20027243,12155684,14630550,9409185
